date,open,high,low,close,adj close,volume
2024-01-01 00:00:00+00:00,42280.234375,44175.4375,42214.9765625,44167.33203125,44167.33203125,18426978443
2024-01-02 00:00:00+00:00,44187.140625,45899.70703125,44176.94921875,44957.96875,44957.96875,39335274536
2024-01-03 00:00:00+00:00,44961.6015625,45503.2421875,40813.53515625,42848.17578125,42848.17578125,46342323118
2024-01-04 00:00:00+00:00,42855.81640625,44770.0234375,42675.17578125,44179.921875,44179.921875,30448091210
2024-01-05 00:00:00+00:00,44192.98046875,44353.28515625,42784.71875,44162.69140625,44162.69140625,32336029347
2024-01-06 00:00:00+00:00,44178.953125,44227.6328125,43475.15625,43989.1953125,43989.1953125,16092503468
2024-01-07 00:00:00+00:00,43998.46484375,44495.5703125,43662.23046875,43943.09765625,43943.09765625,19330573863
2024-01-08 00:00:00+00:00,43948.70703125,47218.0,43244.08203125,46970.50390625,46970.50390625,42746192015
2024-01-09 00:00:00+00:00,46987.640625,47893.69921875,45244.71484375,46139.73046875,46139.73046875,39821290992
2024-01-10 00:00:00+00:00,46121.5390625,47647.22265625,44483.15234375,46627.77734375,46627.77734375,50114613298
2024-01-11 00:00:00+00:00,46656.07421875,48969.37109375,45678.64453125,46368.5859375,46368.5859375,45833734549
2024-01-12 00:00:00+00:00,46354.79296875,46498.13671875,41903.76953125,42853.16796875,42853.16796875,43332698900
2024-01-13 00:00:00+00:00,42799.4453125,43234.66015625,42464.14453125,42842.3828125,42842.3828125,20601860469
2024-01-14 00:00:00+00:00,42842.26171875,43065.59765625,41724.61328125,41796.26953125,41796.26953125,17521429522
2024-01-15 00:00:00+00:00,41715.06640625,43319.72265625,41705.41796875,42511.96875,42511.96875,22320220558
2024-01-16 00:00:00+00:00,42499.3359375,43566.2734375,42085.99609375,43154.9453125,43154.9453125,24062872740
2024-01-17 00:00:00+00:00,43132.1015625,43189.890625,42189.30859375,42742.65234375,42742.65234375,20851232595
2024-01-18 00:00:00+00:00,42742.3125,42876.34765625,40631.171875,41262.05859375,41262.05859375,25218357242
2024-01-19 00:00:00+00:00,41278.4609375,42134.16015625,40297.45703125,41618.40625,41618.40625,25752407154
2024-01-20 00:00:00+00:00,41624.58984375,41877.89453125,41446.82421875,41665.5859375,41665.5859375,11586690904
2024-01-21 00:00:00+00:00,41671.48828125,41855.3671875,41497.0078125,41545.78515625,41545.78515625,9344043642
2024-01-22 00:00:00+00:00,41553.65234375,41651.20703125,39450.1171875,39507.3671875,39507.3671875,31338708143
2024-01-23 00:00:00+00:00,39518.71484375,40127.3515625,38521.89453125,39845.55078125,39845.55078125,29244553045
2024-01-24 00:00:00+00:00,39877.59375,40483.78515625,39508.796875,40077.07421875,40077.07421875,22359526178
2024-01-25 00:00:00+00:00,40075.55078125,40254.48046875,39545.6640625,39933.80859375,39933.80859375,18491782013
2024-01-26 00:00:00+00:00,39936.81640625,42209.38671875,39825.69140625,41816.87109375,41816.87109375,25598119893
2024-01-27 00:00:00+00:00,41815.625,42195.6328125,41431.28125,42120.0546875,42120.0546875,11422941934
2024-01-28 00:00:00+00:00,42126.125,42797.17578125,41696.91015625,42035.59375,42035.59375,16858971687
2024-01-29 00:00:00+00:00,42030.9140625,43305.8671875,41818.33203125,43288.24609375,43288.24609375,20668476578
2024-01-30 00:00:00+00:00,43300.2265625,43838.9453125,42711.37109375,42952.609375,42952.609375,23842814518
2024-01-31 00:00:00+00:00,42946.25,43717.40625,42298.9453125,42582.60546875,42582.60546875,24673628793
2024-02-01 00:00:00+00:00,42569.76171875,43243.16796875,41879.19140625,43075.7734375,43075.7734375,21423953779
2024-02-02 00:00:00+00:00,43077.640625,43422.48828125,42584.3359375,43185.859375,43185.859375,18603843039
2024-02-03 00:00:00+00:00,43184.96484375,43359.94140625,42890.80859375,42992.25,42992.25,11169245236
2024-02-04 00:00:00+00:00,42994.94140625,43097.64453125,42374.83203125,42583.58203125,42583.58203125,14802225490
2024-02-05 00:00:00+00:00,42577.62109375,43494.25,42264.81640625,42658.66796875,42658.66796875,18715487317
2024-02-06 00:00:00+00:00,42657.390625,43344.1484375,42529.01953125,43084.671875,43084.671875,16798476726
2024-02-07 00:00:00+00:00,43090.01953125,44341.94921875,42775.95703125,44318.22265625,44318.22265625,21126587775
2024-02-08 00:00:00+00:00,44332.125,45575.83984375,44332.125,45301.56640625,45301.56640625,26154524080
2024-02-09 00:00:00+00:00,45297.3828125,48152.49609375,45260.82421875,47147.19921875,47147.19921875,39316770844
2024-02-10 00:00:00+00:00,47153.52734375,48146.171875,46905.3203125,47771.27734375,47771.27734375,16398681570
2024-02-11 00:00:00+00:00,47768.96875,48535.9375,47617.40625,48293.91796875,48293.91796875,19315867136
2024-02-12 00:00:00+00:00,48296.38671875,50280.4765625,47745.76171875,49958.22265625,49958.22265625,34511985805
2024-02-13 00:00:00+00:00,49941.359375,50358.390625,48406.49609375,49742.44140625,49742.44140625,35593051468
2024-02-14 00:00:00+00:00,49733.4453125,52021.37109375,49296.83203125,51826.6953125,51826.6953125,39105608050
2024-02-15 00:00:00+00:00,51836.78515625,52820.06640625,51371.62890625,51938.5546875,51938.5546875,38564360533
2024-02-16 00:00:00+00:00,51937.7265625,52537.96875,51641.3671875,52160.203125,52160.203125,28180567298
2024-02-17 00:00:00+00:00,52161.67578125,52191.9140625,50669.66796875,51662.99609375,51662.99609375,20009091006
2024-02-18 00:00:00+00:00,51661.96875,52356.96484375,51233.70703125,52122.546875,52122.546875,17595377311
2024-02-19 00:00:00+00:00,52134.8125,52483.32421875,51711.8203125,51779.14453125,51779.14453125,21362184346
2024-02-20 00:00:00+00:00,51777.7265625,52945.05078125,50792.3125,52284.875,52284.875,33353758256
2024-02-21 00:00:00+00:00,52273.53515625,52368.81640625,50671.7578125,51839.1796875,51839.1796875,28624907020
2024-02-22 00:00:00+00:00,51854.64453125,52009.61328125,50926.29296875,51304.97265625,51304.97265625,25413900611
2024-02-23 00:00:00+00:00,51283.90625,51497.93359375,50561.77734375,50731.94921875,50731.94921875,21427078270
2024-02-24 00:00:00+00:00,50736.37109375,51684.1953125,50585.4453125,51571.1015625,51571.1015625,15174077879
2024-02-25 00:00:00+00:00,51565.21484375,51950.02734375,51306.171875,51733.23828125,51733.23828125,15413239245
2024-02-26 00:00:00+00:00,51730.5390625,54938.17578125,50931.03125,54522.40234375,54522.40234375,34074411896
2024-02-27 00:00:00+00:00,54519.36328125,57537.83984375,54484.19921875,57085.37109375,57085.37109375,49756832031
2024-02-28 00:00:00+00:00,57071.09765625,63913.1328125,56738.42578125,62504.7890625,62504.7890625,83239156760
2024-02-29 00:00:00+00:00,62499.18359375,63585.64453125,60498.73046875,61198.3828125,61198.3828125,65496611844
2024-03-01 00:00:00+00:00,61168.0625,63155.1015625,60802.52734375,62440.6328125,62440.6328125,40186368423
2024-03-02 00:00:00+00:00,62431.65234375,62458.69921875,61657.2890625,62029.84765625,62029.84765625,23888473685
2024-03-03 00:00:00+00:00,62031.578125,63230.2109375,61435.0234375,63167.37109375,63167.37109375,26253811450
2024-03-04 00:00:00+00:00,63137.00390625,68537.03125,62386.51953125,68330.4140625,68330.4140625,70670471105
2024-03-05 00:00:00+00:00,68341.0546875,69170.625,59323.91015625,63801.19921875,63801.19921875,102802940877
2024-03-06 00:00:00+00:00,63776.05078125,67637.9296875,62848.671875,66106.8046875,66106.8046875,68750229073
2024-03-07 00:00:00+00:00,66099.7421875,68029.921875,65655.53125,66925.484375,66925.484375,46989543159
2024-03-08 00:00:00+00:00,66938.09375,70083.0546875,66230.453125,68300.09375,68300.09375,59202881172
2024-03-09 00:00:00+00:00,68299.2578125,68673.0546875,68053.125,68498.8828125,68498.8828125,21609650379
2024-03-10 00:00:00+00:00,68500.2578125,70005.203125,68239.9765625,69019.7890625,69019.7890625,35683977532
2024-03-11 00:00:00+00:00,69020.546875,72850.7109375,67194.8828125,72123.90625,72123.90625,65716656765
2024-03-12 00:00:00+00:00,72125.125,72825.65625,68728.8515625,71481.2890625,71481.2890625,62554434520
2024-03-13 00:00:00+00:00,71482.1171875,73637.4765625,71334.09375,73083.5,73083.5,48212536929
2024-03-14 00:00:00+00:00,73079.375,73750.0703125,68563.0234375,71396.59375,71396.59375,59594605698
2024-03-15 00:00:00+00:00,71387.875,72357.1328125,65630.6953125,69403.7734375,69403.7734375,78320453976
2024-03-16 00:00:00+00:00,69392.484375,70046.2734375,64801.39453125,65315.1171875,65315.1171875,46842198371
2024-03-17 00:00:00+00:00,65316.34375,68845.71875,64545.31640625,68390.625,68390.625,44716864318
2024-03-18 00:00:00+00:00,68371.3046875,68897.1328125,66594.2265625,67548.59375,67548.59375,49261579492
2024-03-19 00:00:00+00:00,67556.1328125,68106.9296875,61536.1796875,61912.7734375,61912.7734375,74215844794
2024-03-20 00:00:00+00:00,61930.15625,68115.2578125,60807.78515625,67913.671875,67913.671875,66792634382
2024-03-21 00:00:00+00:00,67911.5859375,68199.9921875,64580.91796875,65491.390625,65491.390625,44480350565
2024-03-22 00:00:00+00:00,65489.9296875,66623.75,62355.37109375,63778.76171875,63778.76171875,41401116964
2024-03-23 00:00:00+00:00,63802.72265625,65976.3984375,63038.4921875,64062.203125,64062.203125,24738964812
2024-03-24 00:00:00+00:00,64070.75390625,67622.7578125,63825.8515625,67234.171875,67234.171875,27206630673
2024-03-25 00:00:00+00:00,67234.09375,71162.59375,66414.8359375,69958.8125,69958.8125,42700139523
2024-03-26 00:00:00+00:00,69931.328125,71535.7421875,69335.609375,69987.8359375,69987.8359375,36010437368
2024-03-27 00:00:00+00:00,69991.8984375,71727.6875,68381.9296875,69455.34375,69455.34375,40827113309
2024-03-28 00:00:00+00:00,69452.7734375,71546.0234375,68895.5078125,70744.953125,70744.953125,34374900617
2024-03-29 00:00:00+00:00,70744.796875,70913.09375,69076.65625,69892.828125,69892.828125,25230851763
2024-03-30 00:00:00+00:00,69893.4453125,70355.4921875,69601.0625,69645.3046875,69645.3046875,17130241883
2024-03-31 00:00:00+00:00,69647.78125,71377.78125,69624.8671875,71333.6484375,71333.6484375,20050941373
2024-04-01 00:00:00+00:00,71333.484375,71342.09375,68110.6953125,69702.1484375,69702.1484375,34873527352
2024-04-02 00:00:00+00:00,69705.0234375,69708.3828125,64586.59375,65446.97265625,65446.97265625,50705240709
2024-04-03 00:00:00+00:00,65446.671875,66914.3203125,64559.8984375,65980.8125,65980.8125,34488018367
